,Month,Day of The Week,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours,reason_1,reason_2,reason_3,reason_4
354,12,2,260,50,36,236.62900000000002,23,0,4,0,8,0,0,0,1
355,12,0,157,27,29,236.62900000000002,22,0,0,0,2,0,0,0,1
356,12,0,179,51,38,236.62900000000002,31,0,0,0,3,0,0,0,1
357,12,0,289,36,33,236.62900000000002,30,0,2,1,8,0,0,1,0
358,1,2,225,26,28,330.061,24,0,1,2,5,0,0,0,1
359,1,0,118,10,37,330.061,28,0,0,0,32,0,0,1,0
360,1,0,155,12,34,330.061,25,0,2,0,2,0,0,0,1
361,1,1,235,11,37,330.061,29,1,1,1,1,1,0,0,0
362,1,1,155,12,34,330.061,25,0,2,0,4,0,0,0,1
363,1,0,289,36,33,330.061,30,0,2,1,8,0,0,0,1
364,1,2,291,31,40,330.061,25,0,1,1,8,1,0,0,0
365,1,0,235,20,43,330.061,38,0,1,0,8,0,0,0,1
366,1,0,118,13,50,330.061,31,0,1,0,4,0,0,0,1
367,1,2,179,51,38,330.061,31,0,0,0,1,0,0,0,1
368,1,4,179,51,38,330.061,31,0,0,0,1,0,0,0,1
369,2,1,118,10,37,251.81799999999998,28,0,0,0,2,0,0,0,1
370,2,2,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
371,2,2,225,26,28,251.81799999999998,24,0,1,2,1,1,0,0,0
372,2,4,289,36,33,251.81799999999998,30,0,2,1,3,0,0,0,1
373,2,4,260,50,36,251.81799999999998,23,0,4,0,3,0,0,0,1
374,2,4,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
375,2,0,179,51,38,251.81799999999998,31,0,0,0,2,0,0,0,1
376,2,2,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
377,2,3,179,51,38,251.81799999999998,31,0,0,0,8,1,0,0,0
378,2,3,246,25,41,251.81799999999998,23,0,0,0,8,0,0,0,1
379,2,4,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
380,2,0,189,29,33,251.81799999999998,25,0,2,2,8,0,0,0,1
381,2,0,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
382,2,1,246,25,41,251.81799999999998,23,0,0,0,2,0,0,0,1
383,2,1,291,31,40,251.81799999999998,25,0,1,1,2,0,0,0,1
384,2,2,157,27,29,251.81799999999998,22,0,0,0,16,1,0,0,0
385,2,2,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
386,2,4,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
387,2,4,246,25,41,251.81799999999998,23,0,0,0,24,1,0,0,0
388,2,2,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
389,2,4,179,51,38,251.81799999999998,31,0,0,0,3,0,0,0,1
390,3,1,118,10,37,244.387,28,0,0,0,8,0,0,1,0
391,3,2,246,25,41,244.387,23,0,0,0,16,0,0,1,0
392,3,4,246,25,41,244.387,23,0,0,0,2,0,0,0,1
393,3,4,260,50,36,244.387,23,0,4,0,4,0,0,0,1
394,3,0,179,51,38,244.387,31,0,0,0,2,0,0,0,1
395,3,0,235,11,37,244.387,29,1,1,1,8,0,0,0,1
396,3,1,179,22,40,244.387,22,1,2,0,8,0,0,0,1
397,3,1,378,49,36,244.387,21,0,2,4,8,0,0,0,1
398,3,0,179,51,38,244.387,31,0,0,0,16,0,0,0,1
399,3,2,361,52,28,244.387,27,0,1,4,8,0,0,0,1
400,3,2,369,17,31,244.387,25,0,3,0,0,0,0,0,0
401,3,3,235,11,37,244.387,29,1,1,1,8,0,0,1,0
402,3,4,118,13,50,244.387,31,0,1,0,2,0,0,0,1
403,3,1,118,13,50,244.387,31,0,1,0,3,1,0,0,0
404,3,2,118,13,50,244.387,31,0,1,0,8,1,0,0,0
405,3,3,235,11,37,244.387,29,1,1,1,0,0,0,0,0
406,3,3,246,25,41,244.387,23,0,0,0,0,0,0,0,0
407,3,3,118,13,50,244.387,31,0,1,0,0,0,0,0,0
408,3,4,179,51,38,244.387,31,0,0,0,8,0,0,0,1
409,3,4,289,36,33,244.387,30,0,2,1,8,0,0,0,1
410,3,0,260,50,36,244.387,23,0,4,0,8,0,0,1,0
411,3,1,246,25,41,244.387,23,0,0,0,2,0,0,0,1
412,4,2,179,51,38,239.40900000000002,31,0,0,0,4,0,0,0,1
413,4,4,260,50,36,239.40900000000002,23,0,4,0,3,0,0,0,1
414,4,4,330,16,28,239.40900000000002,25,1,0,0,4,0,0,0,1
415,4,0,369,17,31,239.40900000000002,25,0,3,0,4,0,0,0,1
416,4,0,248,25,47,239.40900000000002,32,0,2,1,4,0,0,0,1
417,4,2,330,16,28,239.40900000000002,25,1,0,0,8,0,0,0,1
418,4,2,179,51,38,239.40900000000002,31,0,0,0,8,0,0,0,1
419,4,0,118,13,50,239.40900000000002,31,0,1,0,1,0,0,0,1
420,4,2,118,13,50,239.40900000000002,31,0,1,0,120,1,0,0,0
421,4,4,300,26,43,239.40900000000002,25,0,2,1,8,0,0,0,1
422,4,4,260,50,36,239.40900000000002,23,0,4,0,4,0,0,0,1
423,4,0,179,51,38,239.40900000000002,31,0,0,0,4,0,0,0,1
424,4,2,118,10,37,239.40900000000002,28,0,0,0,2,1,0,0,0
425,5,0,235,20,43,246.074,38,0,1,0,16,1,0,0,0
426,5,2,248,25,47,246.074,32,0,2,1,2,0,0,0,1
427,5,0,369,17,31,246.074,25,0,3,0,8,1,0,0,0
428,5,2,179,26,30,246.074,19,1,0,0,3,0,0,0,1
429,5,2,179,51,38,246.074,31,0,0,0,4,0,0,0,1
430,5,3,361,52,28,246.074,27,0,1,4,1,0,0,0,1
431,5,4,260,50,36,246.074,23,0,4,0,3,0,0,0,1
432,5,0,179,22,40,246.074,22,1,2,0,2,1,0,0,0
433,5,0,179,22,40,246.074,22,1,2,0,3,1,0,0,0
434,5,2,228,14,58,246.074,22,0,2,1,8,0,0,1,0
435,5,2,225,26,28,246.074,24,0,1,2,3,0,0,0,1
436,5,4,330,16,28,246.074,25,1,0,0,8,1,0,0,0
437,5,0,179,26,30,246.074,19,1,0,0,2,0,0,0,1
438,5,0,118,10,37,246.074,28,0,0,0,1,0,0,0,1
439,5,0,235,11,37,246.074,29,1,1,1,8,1,0,0,0
440,5,2,179,26,30,246.074,19,1,0,0,3,0,0,0,1
441,6,0,118,10,37,253.957,28,0,0,0,3,0,0,0,1
442,6,0,179,51,38,253.957,31,0,0,0,3,0,0,0,1
443,6,1,118,10,37,253.957,28,0,0,0,2,0,0,0,1
444,6,3,225,26,28,253.957,24,0,1,2,4,0,0,0,1
445,6,4,260,50,36,253.957,23,0,4,0,4,0,0,0,1
446,6,4,179,51,38,253.957,31,0,0,0,0,0,0,0,0
447,6,0,291,31,40,253.957,25,0,1,1,40,1,0,0,0
448,6,0,179,51,38,253.957,31,0,0,0,24,0,0,0,1
449,6,1,246,25,41,253.957,23,0,0,0,3,0,0,0,1
450,6,0,179,51,38,253.957,31,0,0,0,4,0,0,0,1
451,6,1,235,20,43,253.957,38,0,1,0,8,0,0,0,1
452,6,0,179,51,38,253.957,31,0,0,0,2,0,0,0,1
453,6,2,225,26,28,253.957,24,0,1,2,2,0,0,0,1
454,6,2,118,13,50,253.957,31,0,1,0,2,0,0,0,1
455,6,2,179,51,38,253.957,31,0,0,0,8,1,0,0,0
456,6,2,179,26,30,253.957,19,1,0,0,2,0,0,1,0
457,6,4,246,25,41,253.957,23,0,0,0,2,0,0,0,1
458,6,1,330,16,28,253.957,25,1,0,0,1,1,0,0,0
459,6,1,235,11,37,253.957,29,1,1,1,8,1,0,0,0
460,7,3,179,26,30,230.29,19,1,0,0,2,0,0,0,1
461,7,3,225,26,28,230.29,24,0,1,2,4,0,0,0,1
462,7,4,260,50,36,230.29,23,0,4,0,8,1,0,0,0
463,7,0,268,11,33,230.29,25,1,0,0,8,1,0,0,0
464,7,4,330,16,28,230.29,25,1,0,0,8,0,0,0,1
465,7,4,118,10,37,230.29,28,0,0,0,8,0,0,0,1
466,7,0,260,50,36,230.29,23,0,4,0,4,0,0,0,1
467,7,1,118,10,37,230.29,28,0,0,0,8,0,0,0,1
468,7,0,300,26,43,230.29,25,0,2,1,8,0,1,0,0
469,7,0,235,29,48,230.29,33,0,1,5,1,0,0,0,1
470,7,1,246,25,41,230.29,23,0,0,0,2,0,0,0,1
471,7,1,225,26,28,230.29,24,0,1,2,112,1,0,0,0
472,7,1,179,51,38,230.29,31,0,0,0,1,0,0,0,1
473,7,4,118,13,50,230.29,31,0,1,0,1,0,0,0,1
474,7,4,361,52,28,230.29,27,0,1,4,8,0,0,0,1
475,7,0,289,36,33,230.29,30,0,2,1,8,0,0,0,1
476,7,0,235,20,43,230.29,38,0,1,0,8,0,0,0,1
477,7,1,246,25,41,230.29,23,0,0,0,2,0,0,0,1
478,7,3,291,31,40,230.29,25,0,1,1,1,0,0,0,1
479,7,3,279,5,39,230.29,24,0,2,0,2,0,0,0,1
480,8,3,179,51,38,249.797,31,0,0,0,4,0,0,0,1
481,8,0,179,22,40,249.797,22,1,2,0,1,0,0,0,1
482,8,1,246,25,41,249.797,23,0,0,0,4,0,0,0,1
483,8,1,118,10,37,249.797,28,0,0,0,4,0,0,0,1
484,8,1,289,36,33,249.797,30,0,2,1,8,0,0,0,1
485,8,1,235,20,43,249.797,38,0,1,0,8,0,0,0,1
486,8,3,291,31,40,249.797,25,0,1,1,4,0,0,0,1
487,8,0,179,51,38,249.797,31,0,0,0,4,0,0,0,1
488,8,1,179,22,40,249.797,22,1,2,0,8,0,0,0,1
489,8,3,330,16,28,249.797,25,1,0,0,16,0,0,0,1
490,8,1,235,11,37,249.797,29,1,1,1,4,0,0,0,1
491,8,1,246,25,41,249.797,23,0,0,0,1,0,0,0,1
492,8,1,118,10,37,249.797,28,0,0,0,5,0,0,0,1
493,8,3,291,31,40,249.797,25,0,1,1,2,0,0,0,1
494,8,0,260,50,36,249.797,23,0,4,0,3,0,0,0,1
495,9,1,246,25,41,261.756,23,0,0,0,1,0,0,0,1
496,9,1,246,25,41,261.756,23,0,0,0,1,0,0,0,1
497,9,1,118,10,37,261.756,28,0,0,0,3,0,0,0,1
498,9,1,155,12,34,261.756,25,0,2,0,2,0,0,0,1
499,9,3,291,31,40,261.756,25,0,1,1,2,0,0,0,1
500,9,4,179,26,30,261.756,19,1,0,0,8,0,0,0,1
501,9,4,248,25,47,261.756,32,0,2,1,1,0,0,0,1
502,9,0,179,51,38,261.756,31,0,0,0,4,0,0,0,1
503,9,2,225,26,28,261.756,24,0,1,2,1,0,0,0,1
504,9,0,179,26,30,261.756,19,1,0,0,2,0,0,0,1
505,9,1,369,17,31,261.756,25,0,3,0,8,0,0,0,1
506,9,1,361,52,28,261.756,27,0,1,4,8,0,0,0,1
507,10,3,289,48,49,284.853,36,0,0,2,1,1,0,0,0
508,10,3,235,16,32,284.853,25,1,0,0,3,1,0,0,0
509,10,4,246,25,41,284.853,23,0,0,0,8,0,0,0,1
510,10,2,289,48,49,284.853,36,0,0,2,3,1,0,0,0
511,10,2,291,31,40,284.853,25,0,1,1,2,0,0,0,1
512,10,1,118,10,37,284.853,28,0,0,0,2,0,0,0,1
513,10,3,289,48,49,284.853,36,0,0,2,2,0,0,0,1
514,10,4,291,31,40,284.853,25,0,1,1,1,0,0,0,1
515,10,1,225,26,28,284.853,24,0,1,2,2,0,0,0,1
516,10,1,369,17,31,284.853,25,0,3,0,8,0,0,0,1
517,10,1,369,17,31,284.853,25,0,3,0,3,0,0,0,1
518,10,1,225,26,28,284.853,24,0,1,2,4,0,0,0,1
519,10,1,369,17,31,284.853,25,0,3,0,8,0,0,0,1
520,10,2,179,51,38,284.853,31,0,0,0,3,0,0,0,1
521,10,2,228,14,58,284.853,22,0,2,1,1,1,0,0,0
522,10,2,291,31,40,284.853,25,0,1,1,1,0,0,0,1
523,10,3,369,17,31,284.853,25,0,3,0,8,1,0,0,0
524,10,3,225,26,28,284.853,24,0,1,2,1,1,0,0,0
525,10,4,369,17,31,284.853,25,0,3,0,8,1,0,0,0
526,10,4,225,26,28,284.853,24,0,1,2,3,1,0,0,0
527,10,6,189,29,33,284.853,25,0,2,2,8,0,0,0,1
528,10,6,235,16,32,284.853,25,1,0,0,8,1,0,0,0
529,10,6,248,25,47,284.853,32,0,2,1,8,1,0,0,0
530,10,6,225,26,28,284.853,24,0,1,2,0,0,0,0,0
531,10,1,225,26,28,284.853,24,0,1,2,3,1,0,0,0
532,11,1,179,51,38,268.519,31,0,0,0,1,0,0,1,0
533,11,2,118,10,37,268.519,28,0,0,0,3,0,0,0,1
534,11,2,330,16,28,268.519,25,1,0,0,24,1,0,0,0
535,11,4,179,51,38,268.519,31,0,0,0,1,0,0,0,1
536,11,1,118,10,37,268.519,28,0,0,0,8,1,0,0,0
537,11,2,289,36,33,268.519,30,0,2,1,8,0,0,0,1
538,11,4,235,16,32,268.519,25,1,0,0,8,1,0,0,0
539,11,4,225,26,28,268.519,24,0,1,2,4,0,0,0,1
540,11,1,361,52,28,268.519,27,0,1,4,8,0,0,0,1
541,11,2,291,31,40,268.519,25,0,1,1,2,0,0,0,1
542,11,3,118,10,37,268.519,28,0,0,0,2,1,0,0,0
543,11,3,225,26,28,268.519,24,0,1,2,3,1,0,0,0
544,11,0,179,51,38,268.519,31,0,0,0,1,0,0,0,1
545,11,0,118,10,37,268.519,28,0,0,0,8,0,0,0,1
546,11,1,118,10,37,268.519,28,0,0,0,8,1,0,0,0
547,11,1,225,26,28,268.519,24,0,1,2,2,0,0,0,1
548,11,1,291,31,40,268.519,25,0,1,1,0,0,0,0,0
549,11,2,289,36,33,268.519,30,0,2,1,0,0,0,0,0
550,11,3,248,25,47,268.519,32,0,2,1,4,1,0,0,0
551,11,3,235,20,43,268.519,38,0,1,0,0,0,0,0,0
552,11,4,225,26,28,268.519,24,0,1,2,2,0,0,0,1
553,11,4,369,17,31,268.519,25,0,3,0,8,0,0,0,1
554,11,0,361,52,28,268.519,27,0,1,4,2,0,0,0,1
555,12,1,179,51,38,280.54900000000004,31,0,0,0,32,1,0,0,0
556,12,2,291,31,40,280.54900000000004,25,0,1,1,1,0,0,0,1
557,12,2,225,26,28,280.54900000000004,24,0,1,2,3,0,0,0,1
558,12,4,179,26,30,280.54900000000004,19,1,0,0,1,1,0,0,0
559,12,4,225,26,28,280.54900000000004,24,0,1,2,3,0,0,0,1
560,12,2,225,26,28,280.54900000000004,24,0,1,2,3,0,0,0,1
561,12,3,361,52,28,280.54900000000004,27,0,1,4,4,1,0,0,0
562,12,4,179,22,40,280.54900000000004,22,1,2,0,2,0,0,1,0
563,12,4,235,20,43,280.54900000000004,38,0,1,0,8,0,0,0,1
564,12,0,233,51,31,280.54900000000004,21,1,1,8,8,0,0,1,0
565,12,1,179,26,30,280.54900000000004,19,1,0,0,16,1,0,0,0
566,12,1,225,26,28,280.54900000000004,24,0,1,2,2,0,0,0,1
567,12,3,225,26,28,280.54900000000004,24,0,1,2,3,0,0,0,1
568,12,0,225,26,28,280.54900000000004,24,0,1,2,2,0,0,0,1
569,12,1,155,12,34,280.54900000000004,25,0,2,0,80,0,0,1,0
570,1,0,179,26,30,313.532,19,1,0,0,24,1,0,0,0
571,1,3,179,26,30,313.532,19,1,0,0,16,1,0,0,0
572,1,3,179,22,40,313.532,22,1,2,0,2,0,0,0,1
573,1,4,179,22,40,313.532,22,1,2,0,2,0,0,0,1
574,1,0,179,26,30,313.532,19,1,0,0,3,1,0,0,0
575,1,2,179,22,40,313.532,22,1,2,0,2,0,0,0,1
576,1,3,289,48,49,313.532,36,0,0,2,8,1,0,0,0
577,1,4,179,22,40,313.532,22,1,2,0,3,0,0,1,0
578,1,0,179,26,30,313.532,19,1,0,0,2,0,0,0,1
579,1,1,155,12,34,313.532,25,0,2,0,8,0,0,1,0
580,1,2,179,26,30,313.532,19,1,0,0,2,0,0,0,1
581,1,2,179,51,38,313.532,31,0,0,0,3,0,0,0,1
582,1,2,289,36,33,313.532,30,0,2,1,8,1,0,0,0
583,1,3,179,51,38,313.532,31,0,0,0,3,0,0,0,1
584,1,4,179,51,38,313.532,31,0,0,0,2,0,0,0,1
585,2,1,179,51,38,264.249,31,0,0,0,8,1,0,0,0
586,2,1,225,26,28,264.249,24,0,1,2,3,0,0,0,1
587,2,2,248,25,47,264.249,32,0,2,1,8,1,0,0,0
588,2,2,179,51,38,264.249,31,0,0,0,2,0,0,0,1
589,2,3,225,26,28,264.249,24,0,1,2,3,0,0,0,1
590,2,3,179,51,38,264.249,31,0,0,0,2,0,0,0,1
591,2,3,179,26,30,264.249,19,1,0,0,2,0,0,0,1
592,2,4,225,15,41,264.249,28,1,2,2,2,0,0,0,1
593,2,4,179,51,38,264.249,31,0,0,0,2,0,0,0,1
594,2,0,233,51,31,264.249,21,1,1,8,2,0,0,1,0
595,2,0,179,51,38,264.249,31,0,0,0,2,0,0,0,1
596,2,1,225,26,28,264.249,24,0,1,2,8,1,0,0,0
597,2,2,179,51,38,264.249,31,0,0,0,3,0,0,0,1
598,2,3,179,51,38,264.249,31,0,0,0,3,0,0,0,1
599,2,3,225,26,28,264.249,24,0,1,2,3,0,0,0,1
600,2,3,179,26,30,264.249,19,1,0,0,2,1,0,0,0
601,2,4,179,22,40,264.249,22,1,2,0,2,0,0,0,1
602,2,4,179,51,38,264.249,31,0,0,0,3,0,0,0,1
603,2,2,233,51,31,264.249,21,1,1,8,3,1,0,0,0
604,2,2,179,26,30,264.249,19,1,0,0,2,0,0,0,1
605,2,2,179,51,38,264.249,31,0,0,0,2,0,0,0,1
606,2,3,179,51,38,264.249,31,0,0,0,8,1,0,0,0
607,2,4,179,51,38,264.249,31,0,0,0,2,0,0,0,1
608,2,0,155,12,34,264.249,25,0,2,0,5,0,0,0,1
609,2,0,235,16,32,264.249,25,1,0,0,3,0,0,0,1
610,2,0,179,51,38,264.249,31,0,0,0,2,0,0,0,1
611,2,0,225,26,28,264.249,24,0,1,2,2,1,0,0,0
612,2,1,179,51,38,264.249,31,0,0,0,2,0,0,0,1
613,2,1,248,25,47,264.249,32,0,2,1,2,0,0,0,1
614,2,1,225,26,28,264.249,24,0,1,2,2,0,0,0,1
615,2,2,179,51,38,264.249,31,0,0,0,2,0,0,0,1
616,2,3,179,51,38,264.249,31,0,0,0,2,0,0,0,1
617,2,4,235,16,32,264.249,25,1,0,0,2,0,0,0,1
618,3,0,179,51,38,222.196,31,0,0,0,2,0,0,0,1
619,3,0,248,25,47,222.196,32,0,2,1,2,0,0,0,1
620,3,1,228,14,58,222.196,22,0,2,1,3,0,0,0,1
621,3,1,248,25,47,222.196,32,0,2,1,3,0,0,0,1
622,3,1,228,14,58,222.196,22,0,2,1,112,1,0,0,0
623,3,2,179,51,38,222.196,31,0,0,0,2,0,0,0,1
624,3,3,225,26,28,222.196,24,0,1,2,2,0,0,0,1
625,3,3,179,51,38,222.196,31,0,0,0,3,0,0,0,1
626,3,3,225,26,28,222.196,24,0,1,2,2,0,0,0,1
627,3,4,179,26,30,222.196,19,1,0,0,3,0,0,0,1
628,3,0,235,16,32,222.196,25,1,0,0,3,0,0,0,1
629,3,0,361,52,28,222.196,27,0,1,4,8,0,0,1,0
630,3,1,179,51,38,222.196,31,0,0,0,8,1,0,0,0
631,3,2,179,51,38,222.196,31,0,0,0,2,0,0,0,1
632,3,3,179,51,38,222.196,31,0,0,0,3,0,0,0,1
633,3,4,179,26,30,222.196,19,1,0,0,2,0,0,0,1
634,3,0,179,51,38,222.196,31,0,0,0,4,1,0,0,0
635,3,0,248,25,47,222.196,32,0,2,1,2,1,0,0,0
636,3,0,179,51,38,222.196,31,0,0,0,3,0,0,0,1
637,3,0,225,26,28,222.196,24,0,1,2,8,1,0,0,0
638,3,1,179,51,38,222.196,31,0,0,0,2,0,0,0,1
639,3,2,289,36,33,222.196,30,0,2,1,8,0,0,0,1
640,3,2,228,14,58,222.196,22,0,2,1,2,0,0,0,1
641,3,2,179,51,38,222.196,31,0,0,0,2,0,0,0,1
642,3,3,248,25,47,222.196,32,0,2,1,3,0,0,0,1
643,3,3,179,51,38,222.196,31,0,0,0,3,0,0,0,1
644,3,4,179,26,30,222.196,19,1,0,0,2,0,0,0,1
645,3,4,179,51,38,222.196,31,0,0,0,3,0,0,0,1
646,3,1,179,51,38,222.196,31,0,0,0,3,0,0,0,1
647,3,2,118,15,46,222.196,25,0,2,0,8,0,0,0,1
648,3,2,155,12,34,222.196,25,0,2,0,24,1,0,0,0
649,3,2,179,51,38,222.196,31,0,0,0,3,0,0,0,1
650,3,3,179,51,38,222.196,31,0,0,0,3,0,0,0,1
651,3,0,179,26,30,222.196,19,1,0,0,2,1,0,0,0
652,3,0,289,36,33,222.196,30,0,2,1,104,0,0,1,0
653,3,2,369,17,31,222.196,25,0,3,0,8,0,0,0,1
654,4,0,225,26,28,246.28799999999998,24,0,1,2,8,1,0,0,0
655,4,0,118,10,37,246.28799999999998,28,0,0,0,8,1,0,0,0
656,4,1,361,52,28,246.28799999999998,27,0,1,4,8,0,0,1,0
657,4,2,248,25,47,246.28799999999998,32,0,2,1,8,0,0,1,0
658,4,3,189,29,33,246.28799999999998,25,0,2,2,8,1,0,0,0
659,4,4,179,26,30,246.28799999999998,19,1,0,0,2,0,0,0,1
660,4,0,369,17,31,246.28799999999998,25,0,3,0,24,1,0,0,0
661,4,1,179,22,40,246.28799999999998,22,1,2,0,2,0,1,0,0
662,4,1,118,13,50,246.28799999999998,31,0,1,0,3,0,0,0,1
663,4,1,361,52,28,246.28799999999998,27,0,1,4,2,0,0,0,1
664,4,2,118,10,37,246.28799999999998,28,0,0,0,2,1,0,0,0
665,4,4,235,11,37,246.28799999999998,29,1,1,1,8,0,0,0,1
666,4,4,179,26,30,246.28799999999998,19,1,0,0,2,0,0,0,1
667,4,0,225,26,28,246.28799999999998,24,0,1,2,8,0,0,1,0
668,4,1,235,16,32,246.28799999999998,25,1,0,0,3,0,1,0,0
669,4,4,179,26,30,246.28799999999998,19,1,0,0,2,0,0,0,1
670,4,1,155,12,34,246.28799999999998,25,0,2,0,4,0,0,0,1
671,4,3,225,26,28,246.28799999999998,24,0,1,2,8,0,0,1,0
672,4,3,118,13,50,246.28799999999998,31,0,1,0,2,1,0,0,0
673,4,4,179,26,30,246.28799999999998,19,1,0,0,2,0,0,0,1
674,5,0,235,11,37,237.65599999999998,29,1,1,1,8,0,0,0,1
675,5,2,225,15,41,237.65599999999998,28,1,2,2,3,0,0,1,0
676,5,2,235,16,32,237.65599999999998,25,1,0,0,2,0,0,0,1
677,5,2,118,10,37,237.65599999999998,28,0,0,0,3,1,0,0,0
678,5,2,235,20,43,237.65599999999998,38,0,1,0,8,0,0,0,1
679,5,3,179,26,30,237.65599999999998,19,1,0,0,1,1,0,0,0
680,5,3,291,31,40,237.65599999999998,25,0,1,1,2,0,0,0,1
681,5,3,225,15,41,237.65599999999998,28,1,2,2,8,1,0,0,0
682,5,4,300,26,43,237.65599999999998,25,0,2,1,64,0,0,1,0
683,5,4,225,15,41,237.65599999999998,28,1,2,2,8,0,0,0,1
684,5,4,179,26,30,237.65599999999998,19,1,0,0,2,0,0,0,1
685,5,0,118,13,50,237.65599999999998,31,0,1,0,2,0,0,0,1
686,5,1,118,13,50,237.65599999999998,31,0,1,0,3,1,0,0,0
687,5,1,118,10,37,237.65599999999998,28,0,0,0,1,0,0,0,1
688,5,1,118,13,50,237.65599999999998,31,0,1,0,0,0,0,0,0
689,5,2,179,26,30,237.65599999999998,19,1,0,0,2,0,0,0,1
690,5,2,378,49,36,237.65599999999998,21,0,2,4,0,0,0,0,0
691,5,4,179,22,40,237.65599999999998,22,1,2,0,1,0,1,0,0
692,5,0,155,12,34,237.65599999999998,25,0,2,0,48,1,0,0,0
693,5,0,235,16,32,237.65599999999998,25,1,0,0,8,1,0,0,0
694,5,2,291,31,40,237.65599999999998,25,0,1,1,8,0,0,0,1
695,5,2,179,22,40,237.65599999999998,22,1,2,0,8,1,0,0,0
696,5,2,225,26,28,237.65599999999998,24,0,1,2,3,1,0,0,0
697,5,3,330,16,28,237.65599999999998,25,1,0,0,8,1,0,0,0
698,5,3,235,16,32,237.65599999999998,25,1,0,0,2,0,0,0,1
699,5,3,291,31,40,237.65599999999998,25,0,1,1,2,0,0,0,1
